table,field,version,path
part_vi,COIPolicy,2010v3.4,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2010v3.4,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2010v3.4,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2010v3.4,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2010v3.4,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2010v3.4,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2010v3.4,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2010v3.4,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2010v3.4,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2010v3.4,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2010v3.4,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2010v3.4,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2010v3.4,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2010v3.4,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2010v3.4,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2010v3.4,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2010v3.4,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2010v3.4,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2010v3.4,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2010v3.4,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2010v3.4,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2010v3.4,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2010v3.4,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2010v3.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2010v3.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2010v3.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2010v3.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2010v3.4,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2010v3.4,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2010v3.4,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2010v3.4,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2010v3.4,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2010v3.4,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2010v3.4,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2010v3.4,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2010v3.4,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2010v3.4,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2010v3.4,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2010v3.4,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2010v3.4,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2010v3.4,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2010v3.4,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2010v3.4,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2010v3.4,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2010v3.2,Return/ReturnHeader/Filer/EIN
header,TaxYr,2010v3.2,Return/ReturnHeader/TaxYear
header,Amended,2010v3.2,Return/ReturnHeader/AmendedReturn
header,FilerName1,2010v3.2,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2010v3.2,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2010v3.2,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2010v3.2,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2010v3.2,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2010v3.2,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2010v3.2,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2010v3.2,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2010v3.2,Return/ReturnData/IRS990/Organization527
header,FormYr,2010v3.2,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2010v3.2,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2010v3.2,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2010v3.2,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2010v3.2,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2010v3.2,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2010v3.2,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2010v3.2,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2010v3.2,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2010v3.2,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2010v3.2,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2010v3.2,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2010v3.2,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2010v3.2,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2010v3.2,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2010v3.2,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2010v3.2,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2010v3.2,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2010v3.2,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2010v3.2,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2010v3.2,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2010v3.2,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2010v3.2,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2010v3.2,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2010v3.2,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2010v3.2,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2010v3.2,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2010v3.2,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2010v3.2,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2010v3.2,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2010v3.2,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2010v3.2,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2010v3.2,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2010v3.2,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2010v3.2,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2010v3.2,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2010v3.2,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2010v3.2,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2010v3.2,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2010v3.2,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2010v3.2,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2010v3.2,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2010v3.2,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2010v3.2,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2010v3.2,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2010v3.2,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2010v3.2,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2010v3.2,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2010v3.2,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2010v3.2,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2010v3.2,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2010v3.2,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2010v3.2,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2010v3.2,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2010v3.2,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2010v3.2,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2010v3.2,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2010v3.2,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2010v3.2,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2010v3.2,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2009v1.7,Return/ReturnHeader/Filer/EIN
header,TaxYr,2009v1.7,Return/ReturnHeader/TaxYear
header,Amended,2009v1.7,Return/ReturnHeader/AmendedReturn
header,FilerName1,2009v1.7,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2009v1.7,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2009v1.7,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2009v1.7,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2009v1.7,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2009v1.7,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2009v1.7,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2009v1.7,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2009v1.7,Return/ReturnData/IRS990/Organization527
header,FormYr,2009v1.7,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2009v1.7,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2009v1.7,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2009v1.7,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2009v1.7,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2009v1.7,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2009v1.7,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2009v1.7,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2009v1.7,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2009v1.7,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2009v1.7,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2009v1.7,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2009v1.7,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2009v1.7,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2009v1.7,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2009v1.7,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2009v1.7,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2009v1.7,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2009v1.7,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2009v1.7,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2009v1.7,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2009v1.7,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2009v1.7,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2009v1.7,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2009v1.7,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2009v1.7,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2009v1.7,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2009v1.7,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2009v1.7,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2009v1.7,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2009v1.7,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2009v1.7,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2009v1.7,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2009v1.7,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2009v1.7,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2009v1.7,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2009v1.7,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2009v1.7,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2009v1.7,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2009v1.7,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2009v1.7,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2009v1.7,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2009v1.7,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2009v1.7,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2009v1.7,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2009v1.7,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2009v1.7,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2009v1.7,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2009v1.7,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2009v1.7,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2009v1.7,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2009v1.7,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2009v1.7,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2009v1.7,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2009v1.7,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2009v1.7,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2009v1.7,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2009v1.7,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2009v1.7,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2009v1.7,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2009v1.4,Return/ReturnHeader/Filer/EIN
header,TaxYr,2009v1.4,Return/ReturnHeader/TaxYear
header,Amended,2009v1.4,Return/ReturnHeader/AmendedReturn
header,FilerName1,2009v1.4,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2009v1.4,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2009v1.4,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2009v1.4,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2009v1.4,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2009v1.4,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2009v1.4,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2009v1.4,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2009v1.4,Return/ReturnData/IRS990/Organization527
header,FormYr,2009v1.4,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2009v1.4,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2009v1.4,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2009v1.4,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2009v1.4,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2009v1.4,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2009v1.4,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2009v1.4,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2009v1.4,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2009v1.4,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2009v1.4,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2009v1.4,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2009v1.4,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2009v1.4,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2009v1.4,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2009v1.4,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2009v1.4,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2009v1.4,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2009v1.4,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2009v1.4,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2009v1.4,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2009v1.4,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2009v1.4,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2009v1.4,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2009v1.4,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2009v1.4,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2009v1.4,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2009v1.4,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2009v1.4,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2009v1.4,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2009v1.4,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2009v1.4,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2009v1.4,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2009v1.4,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2009v1.4,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2009v1.4,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2009v1.4,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2009v1.4,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2009v1.4,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2009v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2009v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2009v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2009v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2009v1.4,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2009v1.4,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2009v1.4,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2009v1.4,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2009v1.4,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2009v1.4,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2009v1.4,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2009v1.4,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2009v1.4,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2009v1.4,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2009v1.4,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2009v1.4,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2009v1.4,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2009v1.4,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2009v1.4,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2009v1.4,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2009v1.4,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2009v1.3,Return/ReturnHeader/Filer/EIN
header,TaxYr,2009v1.3,Return/ReturnHeader/TaxYear
header,Amended,2009v1.3,Return/ReturnHeader/AmendedReturn
header,FilerName1,2009v1.3,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2009v1.3,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2009v1.3,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2009v1.3,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2009v1.3,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2009v1.3,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2009v1.3,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2009v1.3,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2009v1.3,Return/ReturnData/IRS990/Organization527
header,FormYr,2009v1.3,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2009v1.3,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2009v1.3,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2009v1.3,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2009v1.3,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2009v1.3,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2009v1.3,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2009v1.3,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2009v1.3,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2009v1.3,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2009v1.3,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2009v1.3,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2009v1.3,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2009v1.3,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2009v1.3,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2009v1.3,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2009v1.3,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2009v1.3,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2009v1.3,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2009v1.3,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2009v1.3,Return/ReturnData/IRS990/FederatedCampaigns
